Height,Weight,Age,Gender,Activity,Diet,Health Goal,Breakfast,B_Calories,B_Carbs,B_Protein,B_Fats,Lunch,L_Calories,L_Carbs,L_Protein,L_Fats,Dinner,D_Calories,D_Carbs,D_Protein,D_Fats
174,100,39,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Chicken Chettinad & Chapati + Spinach Salad,680,90,35,18,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
158,68,52,Female,Lightly Active,Non-Vegetarian,Maintain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Egg Biryani & Onion Raita + Curd,610,90,32,16,Chicken Curry & Lemon Rice + Spinach Stir Fry,650,96,35,18
190,52,32,Female,Moderately Active,Non-Vegetarian,Weight Loss,Egg Dosa & Mint Chutney + Apple,360,50,15,7,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
167,69,27,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Mutton Rogan Josh & Jeera Rice + Spinach Stir Fry,750,98,42,24,Green Gram Sundal & Chapati + Banana,460,75,19,9
162,83,57,Female,Lightly Active,Vegetarian,Maintain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
154,89,56,Male,Moderately Active,Non-Vegetarian,Weight Loss,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Egg Biryani & Onion Raita + Curd,610,90,32,16,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
173,73,30,Female,Very Active,Non-Vegetarian,Muscle Gain,Egg Dosa & Mint Chutney + Apple,360,50,15,7,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
162,79,59,Female,Sedentary,Non-Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
185,99,19,Male,Lightly Active,Vegetarian,Maintain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
176,82,27,Female,Sedentary,Non-Vegetarian,Maintain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
186,71,49,Male,Very Active,Non-Vegetarian,Maintain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
160,92,27,Female,Very Active,Non-Vegetarian,Weight Loss,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Egg Curry & Rice + Tomato Soup,520,80,25,12
188,69,55,Male,Very Active,Non-Vegetarian,Maintain,Egg Dosa & Mint Chutney + Apple,360,50,15,7,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
150,60,37,Male,Sedentary,Non-Vegetarian,Weight Loss,Dosa & Coconut Chutney + Orange,320,55,8,5,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Prawn Masala & Red Rice + Guava,640,92,34,18
177,58,40,Female,Very Active,Vegetarian,Maintain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
165,78,51,Female,Moderately Active,Non-Vegetarian,Maintain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
180,98,38,Male,Lightly Active,Vegetarian,Muscle Gain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
158,77,29,Female,Lightly Active,Non-Vegetarian,Weight Loss,Egg Bhurji & Bajra Roti + Almonds,370,55,22,9,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
177,89,43,Female,Sedentary,Non-Vegetarian,Weight Loss,Egg Dosa & Mint Chutney + Apple,360,50,15,7,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
162,80,48,Male,Lightly Active,Non-Vegetarian,Weight Loss,Ragi Porridge & Almonds + Chikku,290,48,10,4,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
152,82,30,Male,Very Active,Vegetarian,Weight Loss,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
171,68,30,Male,Lightly Active,Non-Vegetarian,Weight Loss,Egg Dosa & Mint Chutney + Apple,360,50,15,7,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
181,55,44,Male,Sedentary,Non-Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Vegetable Biryani & Raita + Guava,580,88,20,14,Prawn Masala & Red Rice + Guava,640,92,34,18
170,91,60,Female,Sedentary,Non-Vegetarian,Maintain,Fish Cutlet & Ragi Idli + Banana,350,53,19,8,Fish Curry & Ragi Mudde + Cabbage Poriyal,630,88,30,16,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
189,55,38,Female,Sedentary,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
186,68,57,Female,Sedentary,Non-Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
181,84,40,Female,Very Active,Vegetarian,Maintain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Brinjal Gothsu & Millets + Apple,470,70,20,8
182,90,50,Male,Sedentary,Vegetarian,Weight Loss,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
159,84,43,Female,Lightly Active,Vegetarian,Maintain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Curd Rice & Pomegranate + Almonds,450,74,17,10
172,68,43,Female,Sedentary,Non-Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
157,59,22,Female,Very Active,Non-Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Vegetable Biryani & Raita + Guava,580,88,20,14,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
159,93,27,Female,Sedentary,Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
181,76,56,Male,Very Active,Non-Vegetarian,Maintain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Tandoori Fish & Whole Wheat Roti + Pomegranate,620,88,32,16
190,91,32,Female,Moderately Active,Vegetarian,Maintain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
186,50,18,Male,Lightly Active,Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Palak Paneer & Chapati + Guava,490,80,22,12
185,90,46,Female,Very Active,Non-Vegetarian,Maintain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
176,92,26,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Chicken Keema Dosa & Mint Chutney + Kiwi,360,50,18,8,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
178,54,46,Female,Sedentary,Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Pumpkin Rasam & Quinoa + Pomegranate,470,70,20,8
187,82,40,Male,Sedentary,Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
184,51,25,Female,Very Active,Non-Vegetarian,Muscle Gain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Fish Curry & Ragi Mudde + Cabbage Poriyal,630,88,30,16,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
189,61,41,Female,Lightly Active,Vegetarian,Maintain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
165,78,57,Female,Very Active,Vegetarian,Weight Loss,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
151,85,31,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Palak Paneer & Chapati + Guava,490,80,22,12
182,63,44,Male,Sedentary,Non-Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
186,80,60,Female,Moderately Active,Vegetarian,Weight Loss,Methi Thepla & Yogurt + Guava,340,58,14,7,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
174,65,54,Male,Moderately Active,Vegetarian,Weight Loss,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
185,71,25,Male,Lightly Active,Vegetarian,Maintain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
151,77,49,Female,Very Active,Vegetarian,Maintain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Curd Rice & Pomegranate + Almonds,450,74,17,10
181,54,49,Female,Sedentary,Vegetarian,Maintain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
174,81,31,Male,Very Active,Vegetarian,Maintain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
154,56,60,Female,Lightly Active,Vegetarian,Muscle Gain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
170,62,22,Female,Moderately Active,Non-Vegetarian,Weight Loss,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
156,67,59,Male,Sedentary,Vegetarian,Weight Loss,Ragi Porridge & Almonds + Orange,280,50,10,4,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Rajma Masala & Bajra Roti + Mango,490,80,21,11
169,81,47,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Tandoori Fish & Whole Wheat Roti + Pomegranate,620,88,32,16
181,77,57,Male,Sedentary,Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Rajma Masala & Bajra Roti + Curd,500,82,23,13
185,71,36,Male,Moderately Active,Vegetarian,Maintain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
179,56,48,Male,Lightly Active,Vegetarian,Maintain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Palak Paneer & Chapati + Guava,490,80,22,12
155,88,39,Male,Sedentary,Vegetarian,Muscle Gain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
159,71,44,Female,Very Active,Vegetarian,Maintain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Pumpkin Rasam & Quinoa + Pomegranate,470,70,20,8
182,52,59,Male,Moderately Active,Non-Vegetarian,Weight Loss,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
173,72,28,Female,Lightly Active,Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Vegetable Biryani & Raita + Guava,580,88,20,14,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
186,70,49,Female,Lightly Active,Vegetarian,Maintain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
187,69,34,Male,Sedentary,Vegetarian,Weight Loss,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
180,64,56,Female,Sedentary,Vegetarian,Muscle Gain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
189,59,47,Female,Sedentary,Vegetarian,Maintain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
163,100,25,Female,Sedentary,Vegetarian,Muscle Gain,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Curd Rice & Pomegranate + Almonds,450,74,17,10
184,73,54,Male,Lightly Active,Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
176,54,42,Female,Very Active,Non-Vegetarian,Weight Loss,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
174,59,25,Female,Very Active,Non-Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
151,56,32,Female,Moderately Active,Vegetarian,Maintain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
183,67,41,Female,Very Active,Non-Vegetarian,Weight Loss,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
161,50,19,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
158,51,57,Male,Sedentary,Vegetarian,Maintain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
151,97,50,Male,Sedentary,Vegetarian,Maintain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
171,96,25,Female,Sedentary,Non-Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
186,66,51,Male,Lightly Active,Non-Vegetarian,Weight Loss,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Crab Masala & Red Rice + Carrot Raita,710,98,40,22
156,96,59,Male,Sedentary,Non-Vegetarian,Weight Loss,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
164,53,21,Female,Lightly Active,Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Keerai Masiyal & Ragi Roti + Pineapple,450,74,19,8
159,88,37,Male,Very Active,Non-Vegetarian,Maintain,Egg Appam & Coconut Stew + Muskmelon,340,54,15,7,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Grilled Fish & Jeera Rice + Curd,630,92,34,18
185,76,55,Female,Very Active,Non-Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Rajma Curry & Brown Rice + Mango,540,82,20,12,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
161,82,24,Female,Sedentary,Non-Vegetarian,Maintain,Fish Cutlet & Ragi Idli + Banana,350,53,19,8,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
183,61,45,Female,Sedentary,Non-Vegetarian,Weight Loss,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Prawn Masala & Red Rice + Guava,640,92,34,18
164,75,28,Male,Sedentary,Non-Vegetarian,Weight Loss,Methi Thepla & Yogurt + Guava,340,58,14,7,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
179,80,52,Male,Sedentary,Non-Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Rajma Masala & Bajra Roti + Curd,500,82,23,13
178,56,53,Male,Very Active,Vegetarian,Maintain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
165,55,48,Female,Lightly Active,Vegetarian,Maintain,Ragi Porridge & Almonds + Orange,280,50,10,4,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
179,67,24,Female,Very Active,Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
182,51,42,Female,Moderately Active,Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
165,97,53,Male,Moderately Active,Non-Vegetarian,Weight Loss,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
165,53,54,Male,Very Active,Non-Vegetarian,Muscle Gain,Prawn Masala & Ragi Idli + Guava,350,55,22,9,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
178,91,31,Female,Sedentary,Vegetarian,Muscle Gain,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
182,61,21,Female,Moderately Active,Vegetarian,Weight Loss,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
167,66,48,Female,Lightly Active,Non-Vegetarian,Maintain,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Kothu Parotta & Mutton Gravy + Cabbage Poriyal,710,90,38,22
153,82,45,Male,Very Active,Vegetarian,Weight Loss,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
161,75,20,Male,Sedentary,Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Lemon Rice & Papad + Sprout Salad,500,80,15,10,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
180,60,40,Female,Lightly Active,Vegetarian,Weight Loss,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
174,64,38,Male,Very Active,Non-Vegetarian,Maintain,Egg Paratha & Tomato Chutney + Mango,370,55,20,9,Mutton Curry & Red Rice + Beetroot Salad,720,95,38,20,Egg Curry & Rice + Tomato Soup,520,80,25,12
183,51,59,Female,Moderately Active,Non-Vegetarian,Weight Loss,Idli & Sambar + Banana,280,50,10,2,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
165,60,41,Male,Very Active,Vegetarian,Weight Loss,Dosa & Coconut Chutney + Orange,320,55,8,5,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
180,88,31,Female,Sedentary,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
159,97,49,Male,Very Active,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
150,89,23,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Mutton Curry & Red Rice + Beetroot Salad,720,95,38,20,Pumpkin Rasam & Quinoa + Pomegranate,470,70,20,8
